Customer_ID,State,City,Zip Code,Customer_Gender,Senior_Customer,Has_Partner,Has_Dependents,Customer_Tenure_Months,Phone_Service,Multiple_Lines,Digital_Service,Security_Product,Backup_Product,Device_Protection,Customer_Support,Entertainment_Service,Media_Service,Account_Contract,Digital_Billing,Payment_Method,Monthly_Revenue,Lifetime_Revenue,Customer_Churn,Churn_Flag,Customer_Lifetime_Value,Tenure_Category,Revenue_Segment,Customer_Value_Segment
0366-NQSHS,California,Colusa,95932,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,46.35,No,0,5863,New Customer,Low Revenue,Premium Value
3807-BPOMJ,California,Dobbins,95935,Female,No,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,94.75,5276.1,No,0,6021,Loyal Customer,Medium Revenue,Premium Value
3892-NXAZG,California,Downieville,95936,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8289.2,No,0,6254,Long-Term Customer,High Revenue,Premium Value
4948-WBBKL,California,Dunnigan,95937,Female,Yes,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,2659.45,No,0,5041,Established Customer,Medium Revenue,Premium Value
4182-BGSIQ,California,Durham,95938,Female,No,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.8,196.75,No,0,3196,New Customer,Low Revenue,High Value
0988-AADSA,California,Forbestown,95941,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.85,5824.75,No,0,6317,Long-Term Customer,Medium Revenue,Premium Value
9972-NKTFD,California,Forest Ranch,95942,Female,No,No,No,28,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1517.5,No,0,3185,Established Customer,Medium Revenue,High Value
3717-LNXKW,California,Glenn,95943,Male,No,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),91.7,3479.05,No,0,3676,Loyal Customer,Medium Revenue,High Value
5734-EJKXG,California,Goodyears Bar,95944,Female,No,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,118.6,7365.7,No,0,5536,Long-Term Customer,High Revenue,Premium Value
2207-RYYRL,California,Grass Valley,95945,Male,No,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1331.05,No,0,5535,Loyal Customer,Low Revenue,Premium Value
6729-FZWSY,California,Penn Valley,95946,Male,No,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.45,1195.95,No,0,5343,Long-Term Customer,Low Revenue,Premium Value
9695-IDRZR,California,Greenville,95947,Female,No,No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.15,3946.9,No,0,5104,Established Customer,High Revenue,Premium Value
8144-DGHXP,California,Gridley,95948,Female,No,No,No,54,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,80.6,4299.95,No,0,4231,Loyal Customer,Medium Revenue,High Value
7814-LEEVE,California,Grass Valley,95949,Female,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3,20.3,No,0,4215,New Customer,Low Revenue,High Value
8631-WUXGY,California,Magalia,95954,Female,No,No,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4391.25,No,0,2405,Loyal Customer,Medium Revenue,Standard Value
5906-DVAPM,California,Meridian,95957,Female,No,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),75.0,4213.9,No,0,5011,Loyal Customer,Medium Revenue,Premium Value
6654-QGBZZ,California,Nevada City,95959,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,No,0,5057,New Customer,Low Revenue,Premium Value
8348-JLBUG,California,North San Juan,95960,Male,Yes,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),80.3,5017.7,No,0,4270,Long-Term Customer,Medium Revenue,High Value
5641-DMBFJ,California,Oregon House,95962,Female,No,Yes,No,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.3,4916.4,No,0,5724,Loyal Customer,Medium Revenue,Premium Value
9200-NLNPD,California,Orland,95963,Male,No,Yes,No,56,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.05,2959.8,No,0,6445,Loyal Customer,Medium Revenue,Premium Value
2664-XJZNO,California,Oroville,95965,Male,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.9,7559.55,No,0,5169,Long-Term Customer,High Revenue,Premium Value
3339-EAQNV,California,Palermo,95968,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),97.25,7133.1,No,0,6156,Long-Term Customer,Medium Revenue,Premium Value
0921-OHLVP,California,Paradise,95969,Male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,83.05,1799.3,No,0,5357,Established Customer,Medium Revenue,Premium Value
8350-NYMVI,California,Chico,95973,Female,No,No,No,39,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),41.1,1597.05,No,0,3618,Loyal Customer,Low Revenue,High Value
1600-DILPE,California,Richvale,95974,Female,No,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,524.35,No,0,4998,New Customer,Low Revenue,High Value
0536-ESJEP,California,Rough And Ready,95975,Male,No,Yes,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.55,4191.45,No,0,4544,Loyal Customer,Medium Revenue,High Value
4654-GGUII,California,Smartville,95977,Female,No,No,No,18,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,40.2,711.95,No,0,4624,Established Customer,Low Revenue,High Value
6478-HRRCZ,California,Stirling City,95978,Male,No,Yes,No,32,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.5,2201.75,No,0,5870,Established Customer,Medium Revenue,Premium Value
8510-BBWMU,California,Stonyford,95979,Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.75,806.95,No,0,5678,Loyal Customer,Low Revenue,Premium Value
6857-TKDJV,California,Strawberry Valley,95981,Male,No,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.65,1620.45,No,0,4444,Long-Term Customer,Low Revenue,High Value
2360-RDGRO,California,Sutter,95982,Male,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,6812.95,No,0,5089,Long-Term Customer,High Revenue,Premium Value
0584-BJQGZ,California,Taylorsville,95983,Female,No,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.35,1837.9,No,0,4855,Established Customer,Medium Revenue,High Value
1360-XFJMR,California,Washington,95986,Female,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.7,7344.45,No,0,4017,Long-Term Customer,High Revenue,High Value
5730-RIITO,California,Willows,95988,Female,Yes,No,No,43,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),33.45,1500.25,No,0,4757,Loyal Customer,Low Revenue,High Value
9058-MJLZC,California,Yuba City,95991,Female,No,No,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,2283.15,No,0,3667,Established Customer,Medium Revenue,High Value
0902-XKXPN,California,Redding,96001,Male,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.2,1376.5,No,0,5463,Long-Term Customer,Low Revenue,Premium Value
5177-RVZNU,California,Redding,96002,Female,No,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.3,755.4,No,0,4186,Loyal Customer,Low Revenue,High Value
0056-EPFBG,California,Redding,96003,Male,No,Yes,Yes,20,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.4,825.4,No,0,3899,Established Customer,Low Revenue,High Value
8993-IZEUX,California,Adin,96006,Male,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.15,488.65,No,0,4320,New Customer,Medium Revenue,High Value
8190-ZTQFB,California,Bieber,96009,Male,No,No,No,41,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,51.35,2075.1,No,0,5622,Loyal Customer,Medium Revenue,Premium Value
0931-MHTEM,California,Big Bar,96010,Female,No,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,5299.65,No,0,4478,Loyal Customer,High Revenue,High Value
7515-LODFU,California,Burney,96013,Male,Yes,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1356.3,No,0,4042,Long-Term Customer,Low Revenue,High Value
0440-UEDAI,California,Callahan,96014,Female,No,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),94.45,5042.75,No,0,5452,Loyal Customer,Medium Revenue,Premium Value
1337-BOZWO,California,Canby,96015,Male,No,Yes,Yes,18,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),46.4,812.4,No,0,4003,Established Customer,Low Revenue,High Value
0868-VJRDR,California,Cassel,96016,Male,No,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.05,6605.55,No,0,4337,Long-Term Customer,High Revenue,High Value
6344-SFJVH,California,Shasta Lake,96019,Female,No,No,No,20,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),24.9,505.95,No,0,5942,Established Customer,Low Revenue,Premium Value
3950-VPYJB,California,Chester,96020,Male,No,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,59.6,3509.4,No,0,4778,Loyal Customer,Medium Revenue,High Value
8041-TMEID,California,Corning,96021,Male,Yes,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),108.5,6991.9,No,0,6453,Long-Term Customer,High Revenue,Premium Value
7321-ZNSLA,California,Cottonwood,96022,Male,No,Yes,Yes,13,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,40.55,590.35,No,0,2898,Established Customer,Low Revenue,Standard Value
6941-KXRRV,California,Dorris,96023,Female,Yes,Yes,No,48,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),58.95,2789.7,No,0,4815,Loyal Customer,Medium Revenue,High Value
8727-JQFHV,California,Dunsmuir,96025,Male,No,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1123.15,No,0,4937,Loyal Customer,Low Revenue,High Value
9475-NNDGC,California,Etna,96027,Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.15,7953.25,No,0,4068,Long-Term Customer,High Revenue,High Value
1355-KUSBG,California,Fall River Mills,96028,Female,No,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.8,349.8,No,0,4785,New Customer,Low Revenue,High Value
3688-FTHLT,California,Flournoy,96029,Female,No,No,No,16,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.05,1067.05,No,0,3214,Established Customer,Medium Revenue,High Value
0899-LIIBW,California,Forks Of Salmon,96031,Male,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,3527.3,No,0,5891,Established Customer,High Revenue,Premium Value
1384-RCUXW,California,French Gulch,96033,Male,No,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.55,1248.9,No,0,5183,Established Customer,Medium Revenue,Premium Value
5825-XJOCM,California,Gazelle,96034,Male,No,No,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,No,0,2545,Loyal Customer,Medium Revenue,Standard Value
6848-YLDFR,California,Gerber,96035,Male,No,Yes,Yes,58,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.2,4300.8,No,0,4559,Loyal Customer,Medium Revenue,High Value
8125-QPFJD,California,Greenview,96037,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.9,6065.3,No,0,4447,Long-Term Customer,Medium Revenue,High Value
2320-YKQBO,California,Grenada,96038,Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,144.95,No,0,4764,New Customer,Low Revenue,High Value
4973-RLZVI,California,Hornbrook,96044,Female,No,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.65,2308.6,No,0,5616,Established Customer,Medium Revenue,Premium Value
7869-ZYDST,California,Hyampom,96046,Male,No,Yes,No,31,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.05,1882.8,No,0,5841,Established Customer,Medium Revenue,Premium Value
4501-UYKBC,California,Igo,96047,Female,Yes,No,No,46,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),69.1,3255.35,No,0,3856,Loyal Customer,Medium Revenue,High Value
1215-EXRMO,California,Junction City,96048,Male,No,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55,1067.65,No,0,4745,Loyal Customer,Low Revenue,High Value
2305-MRGLV,California,Klamath River,96050,Male,No,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),76.55,2065.4,No,0,2085,Established Customer,Medium Revenue,Standard Value
8404-VIOMB,California,Lakehead,96051,Female,No,No,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),62.5,4136.4,No,0,4165,Long-Term Customer,Medium Revenue,High Value
2359-KLTEK,California,Lookout,96054,Female,No,Yes,Yes,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.9,3848.0,No,0,3539,Loyal Customer,Medium Revenue,High Value
5304-EFJLP,California,Los Molinos,96055,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.65,8022.85,No,0,4406,Long-Term Customer,High Revenue,High Value
2673-ZALNP,California,Mcarthur,96056,Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,173.15,No,0,2750,New Customer,Low Revenue,Standard Value
9184-GALIL,California,Mccloud,96057,Female,No,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,781.25,No,0,5587,Loyal Customer,Low Revenue,Premium Value
4393-RYCRE,California,Macdoel,96058,Male,No,No,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.05,4510.8,No,0,4588,Loyal Customer,High Revenue,High Value
9746-MDMBK,California,Manton,96059,Male,No,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.45,5317.8,No,0,3729,Loyal Customer,High Revenue,High Value
3162-ZJZFU,California,Mill Creek,96061,Male,No,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.55,4779.45,No,0,4700,Loyal Customer,Medium Revenue,High Value
8404-GFGCZ,California,Millville,96062,Male,No,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,65.6,250.1,No,0,4552,New Customer,Medium Revenue,High Value
8875-AKBYH,California,Mineral,96063,Male,Yes,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,1745.2,No,0,4915,Established Customer,Medium Revenue,High Value
0533-UCAAU,California,Montgomery Creek,96065,Male,Yes,Yes,No,57,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),71.1,4140.1,No,0,5462,Loyal Customer,Medium Revenue,Premium Value
1394-SUIUH,California,Mount Shasta,96067,Female,Yes,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.15,3670.5,No,0,2672,Loyal Customer,Medium Revenue,Standard Value
3521-MNKLV,California,Nubieber,96068,Male,No,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.7,1167.8,No,0,5832,Established Customer,Low Revenue,Premium Value
2533-TIBIX,California,Oak Run,96069,Male,No,Yes,Yes,15,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.2,469.65,No,0,5825,Established Customer,Low Revenue,Premium Value
5092-STPKP,California,Platina,96076,Female,No,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),56.35,1381.2,No,0,5128,Established Customer,Medium Revenue,Premium Value
0114-PEGZZ,California,Round Mountain,96084,Female,No,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,107.55,3645.5,No,0,4800,Established Customer,High Revenue,High Value
3359-DSRKA,California,Scott Bar,96085,Female,No,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,1158.85,No,0,6440,Loyal Customer,Low Revenue,Premium Value
8639-NHQEI,California,Seiad Valley,96086,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),95.9,6954.15,No,0,4213,Long-Term Customer,Medium Revenue,High Value
7161-DFHUF,California,Shasta,96087,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.85,1672.1,No,0,6166,Long-Term Customer,Low Revenue,Premium Value
3720-DBRWL,California,Tehama,96090,Male,No,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.85,4307.1,No,0,5703,Loyal Customer,Medium Revenue,Premium Value
8565-WUXZU,California,Vina,96092,Male,Yes,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),84.8,6141.65,No,0,4240,Long-Term Customer,Medium Revenue,High Value
4994-OBRSZ,California,Weed,96094,Male,No,No,Yes,14,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.1,1054.8,No,0,2045,Established Customer,Medium Revenue,Standard Value
0562-FGDCR,California,Whitmore,96096,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,74.55,5430.65,No,0,4703,Long-Term Customer,Medium Revenue,High Value
2436-QBZFP,California,Yreka,96097,Female,No,Yes,Yes,22,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,39.2,849.9,No,0,3288,Established Customer,Low Revenue,High Value
3420-YJLQT,California,Alturas,96101,Female,No,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,79.55,151.75,No,0,5965,New Customer,Medium Revenue,Premium Value
6040-CGACY,California,Blairsden Graeagle,96103,Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,299.4,No,0,3195,Established Customer,Low Revenue,High Value
6582-PLFUU,California,Cedarville,96104,Male,No,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,1086.75,No,0,5974,Loyal Customer,Low Revenue,Premium Value
8242-PDSGJ,California,Chilcoot,96105,Male,No,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.15,2692.75,No,0,5840,Long-Term Customer,Low Revenue,Premium Value
0264-CNITK,California,Clio,96106,Female,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1389.6,No,0,5043,Long-Term Customer,Low Revenue,Premium Value
0089-IIQKO,California,Coleville,96107,Female,No,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.95,3767.4,No,0,4447,Loyal Customer,Medium Revenue,High Value
7839-NUIAA,California,Davis Creek,96108,Female,No,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.8,3641.5,No,0,5381,Long-Term Customer,Medium Revenue,Premium Value
6075-QMNRR,California,Doyle,96109,Female,No,No,No,52,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.75,2535.55,No,0,6334,Loyal Customer,Low Revenue,Premium Value
5966-EMAZU,California,Fort Bidwell,96112,Male,No,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,108.5,6880.85,No,0,4576,Long-Term Customer,High Revenue,High Value
0440-EKDCF,California,Herlong,96113,Male,No,Yes,No,62,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),60.15,3753.2,No,0,4404,Long-Term Customer,Medium Revenue,High Value
4774-HHGGS,California,Janesville,96114,Male,No,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.05,637.55,No,0,2347,Established Customer,Low Revenue,Standard Value
2055-BFOCC,California,Likely,96116,Male,Yes,Yes,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),84.0,5329.55,No,0,5688,Long-Term Customer,Medium Revenue,Premium Value
8180-AKMJV,California,Litchfield,96117,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,44.55,No,0,5825,New Customer,Low Revenue,Premium Value
4298-OYIFC,California,Loyalton,96118,Male,No,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,1539.8,No,0,5640,Established Customer,High Revenue,Premium Value
5566-SOEZD,California,Madeline,96119,Male,No,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),80.65,2209.75,No,0,5856,Established Customer,Medium Revenue,Premium Value
9842-EFSYY,California,Markleeville,96120,Female,No,No,Yes,4,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,57.2,223.75,No,0,2421,New Customer,Medium Revenue,Standard Value
2272-WUSPA,California,Milford,96121,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.75,7751.7,No,0,4848,Long-Term Customer,High Revenue,High Value
4584-LBNMK,California,Portola,96122,Male,Yes,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.7,1174.35,No,0,5644,Loyal Customer,Low Revenue,Premium Value
3898-GUYTS,California,Ravendale,96123,Female,Yes,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,97.05,4385.05,No,0,4735,Loyal Customer,Medium Revenue,High Value
0930-EHUZA,California,Calpine,96124,Female,No,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,76.35,2606.35,No,0,4771,Established Customer,Medium Revenue,High Value
9975-SKRNR,California,Sierraville,96126,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.9,18.9,No,0,4480,New Customer,Low Revenue,High Value
3703-KBKZP,California,Standish,96128,Male,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.45,1261.35,No,0,5111,Established Customer,Medium Revenue,Premium Value
4973-MGTON,California,Topaz,96133,Female,No,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,5969.3,No,0,5619,Long-Term Customer,Medium Revenue,Premium Value
3682-YEUWS,California,Tulelake,96134,Male,No,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.4,253.9,No,0,4458,New Customer,Low Revenue,High Value
1223-UNPKS,California,Wendel,96136,Male,No,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,400.0,No,0,4328,Established Customer,Low Revenue,High Value
3446-QDSZF,California,Homewood,96141,Female,No,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),55.5,227.35,No,0,2328,New Customer,Medium Revenue,Standard Value
5117-IFGPS,California,Tahoe City,96145,Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.3,2357.75,No,0,2217,Established Customer,Medium Revenue,Standard Value
7379-FNIUJ,California,Olympic Valley,96146,Male,No,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.2,198.5,No,0,4855,New Customer,High Revenue,High Value
