Alert_ID,Date,Alert_Type,Severity,Source,Department,Analyst,Resolution_Time_Minutes,False_Positive,Risk_Score,SLA_Met,Device_Name,Status
4022,2026-03-01 20:06:00,Phishing,Medium,Email,Operations,Peter,68,No,55,Yes,HOST-1269,Resolved
4023,2026-05-02 17:47:00,Phishing,Low,Email,Operations,Peter,25,Yes,11,Yes,HOST-1066,In Progress
4024,2026-03-20 19:35:00,Failed Login,Low,Identity Provider,Engineering,Steve,19,No,30,Yes,HOST-1326,Resolved
4025,2026-03-04 18:12:00,Phishing,Low,Email,Engineering,Clark,16,No,14,Yes,HOST-1159,Resolved
4026,2026-06-09 17:03:00,Phishing,Low,Email,Engineering,Peter,29,No,20,Yes,HOST-1139,Resolved
4027,2026-03-25 19:33:00,Phishing,Low,Email,Operations,Peter,20,No,7,Yes,HOST-1252,Closed
4028,2026-01-31 09:44:00,Phishing,Low,Email,Operations,Peter,40,Yes,30,Yes,HOST-1348,In Progress
4029,2026-03-30 10:35:00,Phishing,Low,Email,Engineering,Tony,21,Yes,9,No,HOST-1022,Closed
4030,2026-02-23 16:05:00,Failed Login,Low,VPN,Engineering,Tony,21,Yes,30,Yes,HOST-1244,Resolved
4031,2026-04-30 14:09:00,Phishing,Medium,Email,Engineering,Tony,55,No,41,Yes,HOST-1139,Resolved
4032,2026-02-15 14:14:00,Malware,Medium,Endpoint,Engineering,Peter,58,No,39,Yes,HOST-1215,Closed
4033,2026-06-17 08:45:00,Phishing,Low,Email,Engineering,Peter,32,Yes,28,Yes,HOST-1341,Resolved
4034,2026-06-10 17:06:00,Phishing,Medium,Email,Engineering,Peter,52,Yes,59,Yes,HOST-1154,Resolved
4035,2026-03-25 14:27:00,Phishing,Medium,Email,Executive,Peter,65,Yes,43,Yes,HOST-1042,Resolved
4036,2026-02-06 08:17:00,Failed Login,Low,Identity Provider,Operations,Tony,26,Yes,7,Yes,HOST-1260,Resolved
4037,2026-03-21 09:01:00,Phishing,Critical,Email,Operations,Tony,712,Yes,93,Yes,HOST-1194,Resolved
4038,2026-02-21 12:17:00,Malware,Low,Endpoint,Finance,Bruce,35,No,11,Yes,HOST-1263,Closed
4039,2026-04-23 09:52:00,Phishing,Medium,Email,Engineering,Peter,74,Yes,54,Yes,HOST-1307,In Progress
4040,2026-01-16 13:06:00,Failed Login,Low,VPN,Engineering,Steve,35,Yes,27,Yes,HOST-1133,Resolved
4041,2026-01-08 22:01:00,Phishing,Low,Email,Operations,Peter,25,No,11,Yes,HOST-1120,Resolved
4042,2026-04-02 13:27:00,Failed Login,Medium,Identity Provider,Engineering,Peter,57,No,52,Yes,HOST-1026,Resolved
4043,2026-03-25 07:14:00,Malware,Low,Endpoint,Operations,Tony,31,No,16,Yes,HOST-1041,Resolved
4044,2026-02-18 09:25:00,Malware,Low,Endpoint,Finance,Bruce,32,No,11,Yes,HOST-1172,Resolved
4045,2026-01-05 13:36:00,Phishing,Low,Email,Engineering,Steve,39,No,22,Yes,HOST-1160,Resolved
4046,2026-06-09 18:02:00,Privilege Escalation,High,DLP,Human Resources,Steve,148,No,73,Yes,HOST-1051,Resolved
4047,2026-02-20 20:39:00,Phishing,Medium,Email,Engineering,Peter,56,No,48,Yes,HOST-1305,Resolved
4048,2026-03-31 02:52:00,Data Exfiltration,Low,DLP,Operations,Steve,21,No,24,Yes,HOST-1072,Closed
4049,2026-04-15 13:24:00,Phishing,Low,Email,Operations,Peter,26,No,18,Yes,HOST-1156,Resolved
4050,2026-03-10 08:57:00,Failed Login,Low,VPN,Engineering,Clark,39,Yes,18,Yes,HOST-1310,Resolved
4051,2026-01-30 09:20:00,Phishing,Low,Email,Engineering,Peter,39,No,25,No,HOST-1300,Resolved
4052,2026-06-08 14:19:00,Firewall Alert,Low,Firewall,Engineering,Peter,19,Yes,22,No,HOST-1149,Closed
4053,2026-02-10 05:49:00,Phishing,Low,Email,Engineering,Peter,34,Yes,26,Yes,HOST-1172,Closed
4054,2026-01-15 15:58:00,Phishing,High,Email,Engineering,Peter,145,Yes,83,Yes,HOST-1331,Resolved
4055,2026-04-14 01:57:00,Failed Login,Low,VPN,Engineering,Clark,32,No,15,Yes,HOST-1009,Closed
4056,2026-04-03 09:45:00,Malware,Low,Endpoint,Finance,Bruce,17,No,21,Yes,HOST-1041,Resolved
4057,2026-02-23 07:13:00,Privilege Escalation,Low,VPN,Finance,Steve,23,No,11,Yes,HOST-1280,Closed
4058,2026-02-26 14:13:00,Phishing,Medium,Email,Engineering,Peter,56,No,51,No,HOST-1105,Closed
4059,2026-04-03 14:05:00,Firewall Alert,Low,Firewall,Engineering,Clark,25,No,10,Yes,HOST-1103,Closed
4060,2026-01-08 19:41:00,Phishing,Low,Email,Finance,Peter,32,Yes,5,Yes,HOST-1219,Resolved
4061,2026-05-21 11:59:00,Malware,High,Endpoint,Operations,Bruce,197,No,75,Yes,HOST-1002,Closed
4062,2026-04-07 17:05:00,Phishing,High,Email,Engineering,Tony,239,No,68,Yes,HOST-1049,Resolved
4063,2026-01-25 00:01:00,Failed Login,Medium,Identity Provider,Finance,Clark,60,Yes,50,Yes,HOST-1269,Resolved
4064,2026-02-26 14:03:00,Phishing,High,Email,Engineering,Peter,138,Yes,61,Yes,HOST-1146,Closed
4065,2026-04-09 11:21:00,Phishing,Medium,Email,Human Resources,Peter,84,Yes,50,Yes,HOST-1198,Resolved
4066,2026-02-14 14:42:00,Phishing,Low,Email,Engineering,Peter,22,Yes,21,Yes,HOST-1321,In Progress
4067,2026-04-02 09:24:00,Failed Login,High,VPN,Engineering,Bruce,163,Yes,85,Yes,HOST-1315,Resolved
4068,2026-03-20 16:57:00,Phishing,Low,Email,Operations,Peter,33,No,8,Yes,HOST-1305,Resolved
4069,2026-02-25 06:18:00,Failed Login,High,Identity Provider,Finance,Peter,236,Yes,66,Yes,HOST-1271,Resolved
4070,2026-02-27 08:28:00,Phishing,Low,Email,Operations,Peter,40,No,21,Yes,HOST-1280,In Progress
4071,2026-05-09 13:33:00,Phishing,Low,Email,Human Resources,Steve,35,No,11,Yes,HOST-1145,Closed
4072,2026-05-22 12:23:00,Failed Login,Low,VPN,Engineering,Tony,17,Yes,15,Yes,HOST-1077,Resolved
4073,2026-05-21 11:59:00,Malware,Medium,Endpoint,Operations,Bruce,76,No,50,Yes,HOST-1163,Resolved
4074,2026-04-15 10:30:00,Phishing,Medium,Email,Human Resources,Peter,52,No,51,Yes,HOST-1134,Resolved
4075,2026-03-13 06:55:00,Data Exfiltration,High,DLP,Operations,Bruce,194,No,63,Yes,HOST-1037,Closed
4076,2026-01-08 18:44:00,Malware,Low,Endpoint,Finance,Bruce,36,No,30,Yes,HOST-1251,Resolved
4077,2026-06-23 04:01:00,Phishing,Medium,Email,Engineering,Steve,75,No,34,Yes,HOST-1023,In Progress
4078,2026-03-02 00:21:00,Failed Login,Low,Identity Provider,Finance,Peter,27,No,19,Yes,HOST-1069,Resolved
4079,2026-06-01 01:13:00,Failed Login,Medium,Identity Provider,Human Resources,Bruce,77,Yes,45,Yes,HOST-1097,In Progress
4080,2026-02-26 02:57:00,Phishing,Medium,Email,Operations,Peter,70,No,55,Yes,HOST-1110,Closed
4081,2026-06-09 08:35:00,Malware,Low,Endpoint,Engineering,Bruce,19,No,30,Yes,HOST-1181,Resolved
4082,2026-06-09 13:14:00,Phishing,Low,Email,Engineering,Peter,28,No,19,Yes,HOST-1212,Resolved
4083,2026-06-15 09:32:00,Failed Login,Low,VPN,Engineering,Clark,37,Yes,8,Yes,HOST-1197,Resolved
4084,2026-06-03 07:25:00,Phishing,High,Email,Engineering,Peter,194,No,72,Yes,HOST-1166,Resolved
4085,2026-04-14 11:58:00,Phishing,Low,Email,Engineering,Peter,37,Yes,18,Yes,HOST-1166,Closed
4086,2026-01-20 13:15:00,Data Exfiltration,Low,DLP,Engineering,Clark,20,No,26,Yes,HOST-1294,Resolved
4087,2026-02-07 11:09:00,Failed Login,Low,Identity Provider,Engineering,Peter,23,Yes,27,Yes,HOST-1058,Closed
4088,2026-03-27 06:36:00,Phishing,Low,Email,Executive,Peter,26,Yes,23,Yes,HOST-1231,Resolved
4089,2026-04-23 19:29:00,Phishing,Medium,Email,Engineering,Peter,75,Yes,38,No,HOST-1236,Resolved
4090,2026-05-15 14:08:00,Failed Login,Medium,VPN,Operations,Steve,56,Yes,55,Yes,HOST-1151,In Progress
4091,2026-01-30 09:40:00,Failed Login,Low,VPN,Finance,Tony,16,Yes,18,Yes,HOST-1064,Resolved
4092,2026-04-01 12:54:00,Phishing,Medium,Email,Engineering,Tony,57,Yes,46,Yes,HOST-1154,Resolved
4093,2026-03-02 11:22:00,Phishing,Low,Email,Engineering,Peter,32,No,20,Yes,HOST-1297,Resolved
4094,2026-02-25 16:16:00,Phishing,Low,Email,Engineering,Peter,23,No,15,Yes,HOST-1278,Resolved
4095,2026-03-24 10:53:00,Phishing,High,Email,Operations,Peter,170,Yes,66,Yes,HOST-1146,Resolved
4096,2026-03-03 06:05:00,Failed Login,Low,VPN,Finance,Tony,26,Yes,20,Yes,HOST-1309,Closed
4097,2026-05-13 08:59:00,Phishing,Medium,Email,Finance,Peter,64,Yes,53,Yes,HOST-1240,Resolved
4098,2026-06-04 08:25:00,Firewall Alert,Low,Firewall,Operations,Steve,15,Yes,5,Yes,HOST-1142,Closed
4099,2026-05-02 19:03:00,Failed Login,High,Identity Provider,Engineering,Tony,133,Yes,69,Yes,HOST-1138,Resolved
4100,2026-06-11 19:31:00,Failed Login,Low,Identity Provider,Human Resources,Bruce,24,Yes,14,Yes,HOST-1350,Resolved
4101,2026-03-07 05:05:00,Firewall Alert,Medium,Firewall,Human Resources,Bruce,72,Yes,60,No,HOST-1104,Resolved
4102,2026-05-14 13:51:00,Data Exfiltration,Low,DLP,Executive,Clark,34,No,30,Yes,HOST-1050,Closed
4103,2026-05-30 12:09:00,Malware,Low,Endpoint,Operations,Clark,22,No,15,Yes,HOST-1327,Closed
4104,2026-04-28 05:51:00,Phishing,Low,Email,Engineering,Peter,26,No,8,Yes,HOST-1127,Resolved
4105,2026-01-02 13:07:00,Phishing,Low,Email,Human Resources,Peter,22,Yes,12,Yes,HOST-1208,Resolved
4106,2026-01-10 17:53:00,Phishing,Medium,Email,Engineering,Peter,78,Yes,38,Yes,HOST-1140,Closed
4107,2026-04-06 09:14:00,Failed Login,Low,VPN,Operations,Peter,36,Yes,17,Yes,HOST-1279,Resolved
4108,2026-05-19 12:01:00,Firewall Alert,Medium,Firewall,Engineering,Steve,74,Yes,44,Yes,HOST-1237,Resolved
4109,2026-01-23 11:39:00,Phishing,Low,Email,Operations,Peter,26,Yes,12,Yes,HOST-1186,Resolved
4110,2026-06-01 15:16:00,Failed Login,Medium,Identity Provider,Engineering,Bruce,57,Yes,41,Yes,HOST-1326,Resolved
4111,2026-01-31 13:50:00,Phishing,High,Email,Finance,Peter,156,Yes,75,Yes,HOST-1113,Resolved
4112,2026-02-09 07:03:00,Phishing,Low,Email,Engineering,Peter,37,No,29,Yes,HOST-1007,Closed
4113,2026-05-27 10:12:00,Phishing,Medium,Email,Engineering,Peter,63,Yes,56,Yes,HOST-1319,Resolved
4114,2026-04-27 20:35:00,Phishing,Low,Email,Operations,Peter,20,No,29,Yes,HOST-1076,Closed
4115,2026-02-02 08:34:00,Phishing,Low,Email,Operations,Peter,39,Yes,27,Yes,HOST-1174,Resolved
4116,2026-06-26 05:24:00,Phishing,Low,Email,Finance,Peter,35,No,30,Yes,HOST-1265,In Progress
4117,2026-06-23 15:33:00,Failed Login,Low,VPN,Operations,Steve,28,Yes,8,Yes,HOST-1274,Resolved
4118,2026-03-12 17:11:00,Failed Login,Critical,VPN,Engineering,Tony,405,No,88,No,HOST-1273,Resolved
4119,2026-05-27 14:14:00,Phishing,Low,Email,Engineering,Peter,32,No,28,Yes,HOST-1255,Resolved
4120,2026-01-01 14:39:00,Malware,Low,Endpoint,Engineering,Bruce,23,No,13,Yes,HOST-1047,Closed
4121,2026-06-29 18:30:00,Phishing,Low,Email,Finance,Bruce,26,Yes,24,Yes,HOST-1207,Resolved
4122,2026-04-02 13:29:00,Failed Login,Low,VPN,Engineering,Steve,20,Yes,17,Yes,HOST-1279,Resolved
4123,2026-02-27 19:20:00,Firewall Alert,Low,Firewall,Engineering,Tony,24,Yes,18,Yes,HOST-1115,Closed
4124,2026-06-24 16:59:00,Phishing,High,Email,Operations,Peter,174,Yes,66,Yes,HOST-1265,Resolved
4125,2026-04-02 11:54:00,Firewall Alert,Medium,Firewall,Operations,Steve,69,No,45,Yes,HOST-1245,Resolved
4126,2026-05-14 08:01:00,Phishing,Low,Email,Engineering,Bruce,24,No,24,No,HOST-1229,Resolved
4127,2026-05-13 10:18:00,Failed Login,Low,Identity Provider,Engineering,Steve,27,No,29,Yes,HOST-1267,Resolved
4128,2026-03-25 06:25:00,Failed Login,Low,VPN,Finance,Tony,19,Yes,12,Yes,HOST-1258,Resolved
4129,2026-02-18 11:43:00,Malware,Low,Endpoint,Human Resources,Bruce,20,Yes,7,Yes,HOST-1064,Resolved
4130,2026-02-04 19:29:00,Failed Login,Low,VPN,Operations,Steve,20,Yes,25,Yes,HOST-1017,Resolved
4131,2026-05-21 06:45:00,Malware,Medium,Endpoint,Engineering,Bruce,51,Yes,37,Yes,HOST-1167,Resolved
4132,2026-03-10 17:38:00,Phishing,Low,Email,Engineering,Peter,24,No,13,Yes,HOST-1026,Resolved
4133,2026-03-31 10:49:00,Failed Login,Low,Identity Provider,Finance,Peter,36,Yes,29,Yes,HOST-1239,Resolved
4134,2026-03-10 10:19:00,Phishing,Low,Email,Engineering,Peter,39,Yes,7,Yes,HOST-1251,Resolved
4135,2026-04-08 14:13:00,Phishing,Low,Email,Engineering,Peter,31,Yes,27,Yes,HOST-1036,Closed
4136,2026-04-23 06:30:00,Failed Login,Medium,VPN,Engineering,Tony,77,Yes,45,Yes,HOST-1080,Closed
4137,2026-02-06 07:02:00,Phishing,Low,Email,Finance,Bruce,33,Yes,28,Yes,HOST-1038,Closed
4138,2026-05-24 09:12:00,Phishing,Medium,Email,Engineering,Peter,54,Yes,60,Yes,HOST-1159,In Progress
4139,2026-05-05 10:00:00,Phishing,Medium,Email,Engineering,Peter,68,Yes,38,Yes,HOST-1016,Closed
4140,2026-05-19 10:58:00,Phishing,Low,Email,Finance,Peter,30,No,10,Yes,HOST-1019,Resolved
4141,2026-01-30 13:47:00,Failed Login,Low,VPN,Engineering,Bruce,24,Yes,5,Yes,HOST-1155,Closed
4142,2026-03-28 10:14:00,Phishing,Medium,Email,Operations,Clark,48,Yes,36,Yes,HOST-1084,In Progress
4143,2026-03-27 07:12:00,Phishing,Low,Email,Finance,Tony,22,Yes,11,Yes,HOST-1129,Resolved
4144,2026-01-05 16:09:00,Phishing,Medium,Email,Operations,Peter,78,Yes,46,Yes,HOST-1313,Resolved
4145,2026-05-12 11:45:00,Phishing,Medium,Email,Human Resources,Peter,49,Yes,44,Yes,HOST-1332,Closed
4146,2026-03-10 10:06:00,Phishing,Low,Email,Engineering,Peter,25,No,7,Yes,HOST-1123,Resolved
4147,2026-06-05 10:33:00,Malware,Low,Endpoint,Operations,Bruce,21,No,28,Yes,HOST-1100,Resolved
4148,2026-01-16 11:32:00,Phishing,Low,Email,Engineering,Peter,38,No,25,Yes,HOST-1159,Resolved
4149,2026-05-25 10:43:00,Phishing,Low,Email,Engineering,Tony,23,No,10,Yes,HOST-1310,In Progress
4150,2026-06-29 15:40:00,Failed Login,High,VPN,Engineering,Clark,192,Yes,64,Yes,HOST-1240,Resolved
4151,2026-03-18 21:09:00,Failed Login,Low,VPN,Executive,Bruce,21,Yes,26,Yes,HOST-1005,Closed
4152,2026-06-01 13:14:00,Firewall Alert,High,Firewall,Engineering,Steve,204,No,66,Yes,HOST-1193,Resolved
4153,2026-05-08 07:39:00,Phishing,Critical,Email,Engineering,Clark,684,No,99,Yes,HOST-1226,Resolved
4154,2026-04-01 09:15:00,Failed Login,Critical,VPN,Operations,Tony,639,Yes,88,Yes,HOST-1075,Closed
4155,2026-02-19 12:05:00,Failed Login,Medium,VPN,Engineering,Tony,66,No,53,Yes,HOST-1069,Resolved
4156,2026-04-30 11:40:00,Firewall Alert,Low,Firewall,Engineering,Tony,26,No,20,Yes,HOST-1202,Resolved
4157,2026-02-27 13:21:00,Phishing,Medium,Email,Engineering,Peter,71,Yes,59,Yes,HOST-1056,Resolved
4158,2026-02-27 13:05:00,Phishing,Low,Email,Engineering,Tony,16,Yes,18,Yes,HOST-1282,Resolved
4159,2026-06-16 07:12:00,Phishing,Low,Email,Engineering,Peter,22,No,11,Yes,HOST-1217,Closed
4160,2026-05-18 08:18:00,Failed Login,Low,Identity Provider,Engineering,Bruce,27,Yes,23,Yes,HOST-1278,Resolved
4161,2026-04-08 13:58:00,Phishing,Low,Email,Engineering,Peter,23,Yes,20,Yes,HOST-1260,Closed
4162,2026-04-01 07:27:00,Failed Login,Critical,VPN,Engineering,Tony,698,Yes,87,Yes,HOST-1155,Closed
4163,2026-01-01 13:03:00,Malware,Medium,Endpoint,Executive,Peter,74,No,38,No,HOST-1224,Resolved
4164,2026-01-12 05:51:00,Malware,Low,Endpoint,Operations,Bruce,20,No,7,No,HOST-1003,Resolved
4165,2026-06-04 15:11:00,Phishing,Medium,Email,Operations,Peter,50,Yes,53,Yes,HOST-1346,In Progress
4166,2026-02-19 10:33:00,Data Exfiltration,Medium,DLP,Engineering,Tony,70,No,60,No,HOST-1323,Closed
4167,2026-01-30 07:10:00,Phishing,Medium,Email,Engineering,Peter,56,No,60,Yes,HOST-1237,Resolved
4168,2026-03-16 09:19:00,Phishing,Low,Email,Engineering,Peter,28,Yes,18,Yes,HOST-1183,Resolved
4169,2026-01-30 13:26:00,Phishing,Low,Email,Engineering,Peter,25,Yes,8,Yes,HOST-1277,Resolved
4170,2026-03-10 10:53:00,Privilege Escalation,Medium,DLP,Finance,Clark,84,No,36,Yes,HOST-1286,In Progress
4171,2026-01-07 13:46:00,Failed Login,Low,VPN,Engineering,Bruce,29,Yes,7,Yes,HOST-1061,Resolved
4172,2026-05-12 07:53:00,Phishing,Medium,Email,Human Resources,Peter,78,No,34,Yes,HOST-1162,Resolved
4173,2026-06-14 10:14:00,Malware,High,Endpoint,Engineering,Bruce,160,No,65,Yes,HOST-1305,Closed
4174,2026-06-24 15:16:00,Phishing,Low,Email,Engineering,Peter,28,Yes,13,Yes,HOST-1022,In Progress
4175,2026-03-12 06:31:00,Phishing,Low,Email,Operations,Peter,35,No,10,Yes,HOST-1327,Resolved
4176,2026-05-28 13:23:00,Phishing,High,Email,Engineering,Peter,123,No,80,Yes,HOST-1213,Resolved
4177,2026-03-28 16:58:00,Phishing,Medium,Email,Engineering,Bruce,64,Yes,41,Yes,HOST-1338,Resolved
4178,2026-02-02 12:37:00,Malware,Low,Endpoint,Operations,Bruce,20,No,8,Yes,HOST-1010,Closed
4179,2026-01-22 10:03:00,Failed Login,Low,Identity Provider,Engineering,Tony,25,Yes,15,Yes,HOST-1282,Closed
4180,2026-02-01 12:27:00,Phishing,Critical,Email,Engineering,Tony,683,Yes,95,Yes,HOST-1330,Closed
4181,2026-06-19 08:51:00,Firewall Alert,Low,Firewall,Engineering,Clark,32,No,14,Yes,HOST-1144,Closed
4182,2026-04-27 14:02:00,Malware,Critical,Endpoint,Engineering,Peter,698,No,91,Yes,HOST-1094,Closed
4183,2026-04-08 10:13:00,Phishing,Low,Email,Operations,Peter,34,Yes,30,Yes,HOST-1297,Closed
4184,2026-06-21 07:51:00,Data Exfiltration,Low,DLP,Engineering,Peter,36,No,19,Yes,HOST-1104,Closed
4185,2026-03-27 16:58:00,Failed Login,High,VPN,Human Resources,Steve,136,Yes,79,Yes,HOST-1308,Closed
4186,2026-05-11 09:41:00,Phishing,Low,Email,Executive,Peter,17,No,6,Yes,HOST-1052,Resolved
4187,2026-06-28 14:58:00,Firewall Alert,Low,Firewall,Engineering,Tony,16,No,14,Yes,HOST-1344,Resolved
4188,2026-02-19 12:00:00,Phishing,Low,Email,Finance,Clark,27,Yes,26,Yes,HOST-1077,Resolved
4189,2026-01-26 11:17:00,Failed Login,Low,Identity Provider,Operations,Tony,22,Yes,25,Yes,HOST-1091,Resolved
4190,2026-01-07 08:05:00,Phishing,Medium,Email,Operations,Peter,88,Yes,58,Yes,HOST-1211,Resolved
4191,2026-06-12 11:23:00,Firewall Alert,Low,Firewall,Engineering,Bruce,33,No,23,Yes,HOST-1347,Resolved
4192,2026-06-08 07:07:00,Failed Login,Low,VPN,Engineering,Steve,27,Yes,22,Yes,HOST-1239,Closed
4193,2026-02-23 09:36:00,Phishing,Low,Email,Operations,Peter,36,Yes,26,Yes,HOST-1168,Resolved
4194,2026-02-01 19:08:00,Failed Login,High,VPN,Engineering,Tony,123,No,72,Yes,HOST-1260,Closed
4195,2026-05-13 09:47:00,Phishing,Low,Email,Engineering,Bruce,32,No,28,Yes,HOST-1157,Resolved
4196,2026-01-05 10:34:00,Failed Login,Medium,VPN,Engineering,Clark,72,Yes,45,No,HOST-1223,Resolved
4197,2026-05-31 13:47:00,Malware,High,Endpoint,Operations,Bruce,137,No,81,Yes,HOST-1006,Resolved
4198,2026-01-21 09:25:00,Phishing,Low,Email,Finance,Peter,25,No,16,Yes,HOST-1041,Resolved
4199,2026-05-10 10:04:00,Phishing,High,Email,Human Resources,Peter,129,No,84,No,HOST-1228,In Progress
4200,2026-03-02 03:18:00,Phishing,Low,Email,Engineering,Peter,16,Yes,19,Yes,HOST-1095,Resolved
4201,2026-01-17 14:44:00,Phishing,Low,Email,Operations,Peter,39,Yes,23,Yes,HOST-1088,Resolved
4202,2026-04-22 10:24:00,Phishing,Medium,Email,Engineering,Peter,68,Yes,42,Yes,HOST-1341,Resolved
4203,2026-04-21 20:05:00,Failed Login,Low,VPN,Finance,Tony,20,No,29,Yes,HOST-1071,Closed
4204,2026-02-12 15:34:00,Failed Login,Medium,Identity Provider,Operations,Bruce,73,Yes,32,Yes,HOST-1309,Resolved
4205,2026-05-21 10:11:00,Phishing,Low,Email,Finance,Peter,40,Yes,17,Yes,HOST-1163,Resolved
4206,2026-03-26 15:41:00,Phishing,High,Email,Human Resources,Peter,234,No,78,Yes,HOST-1260,In Progress
4207,2026-05-11 15:49:00,Data Exfiltration,Low,DLP,Engineering,Bruce,28,No,22,Yes,HOST-1205,Closed
4208,2026-04-23 12:29:00,Firewall Alert,Medium,Firewall,Operations,Peter,48,No,44,Yes,HOST-1073,Closed
4209,2026-03-25 13:00:00,Failed Login,Medium,Identity Provider,Human Resources,Peter,76,Yes,34,Yes,HOST-1061,Resolved
4210,2026-01-22 13:27:00,Malware,Critical,Endpoint,Operations,Tony,711,No,100,Yes,HOST-1224,Resolved
4211,2026-01-29 10:31:00,Firewall Alert,Medium,Firewall,Finance,Clark,66,No,48,Yes,HOST-1346,In Progress
4212,2026-03-24 18:48:00,Malware,Low,Endpoint,Engineering,Tony,29,No,21,Yes,HOST-1327,Resolved
4213,2026-06-05 15:37:00,Firewall Alert,Medium,Firewall,Engineering,Peter,66,No,48,Yes,HOST-1245,Resolved
4214,2026-03-13 10:48:00,Phishing,Low,Email,Operations,Tony,40,No,20,Yes,HOST-1059,Resolved
4215,2026-06-18 09:04:00,Phishing,Low,Email,Engineering,Peter,25,No,26,Yes,HOST-1150,In Progress
4216,2026-03-10 09:18:00,Phishing,Medium,Email,Human Resources,Peter,61,No,59,Yes,HOST-1315,Closed
4217,2026-05-25 07:20:00,Phishing,Medium,Email,Engineering,Peter,90,No,36,Yes,HOST-1236,Closed
4218,2026-02-01 07:59:00,Data Exfiltration,Medium,DLP,Engineering,Clark,86,No,40,No,HOST-1118,Resolved
4219,2026-05-06 17:39:00,Failed Login,Low,Identity Provider,Operations,Tony,35,Yes,8,No,HOST-1132,Resolved
4220,2026-02-23 13:12:00,Phishing,Medium,Email,Engineering,Peter,88,Yes,43,No,HOST-1137,Closed
4221,2026-05-25 12:32:00,Failed Login,High,VPN,Operations,Bruce,183,Yes,67,Yes,HOST-1226,Closed
4222,2026-04-30 12:20:00,Failed Login,Low,VPN,Human Resources,Steve,39,Yes,12,No,HOST-1129,Resolved
4223,2026-02-08 07:59:00,Firewall Alert,Low,Firewall,Engineering,Bruce,28,Yes,14,Yes,HOST-1323,Closed
4224,2026-03-16 13:39:00,Phishing,Medium,Email,Finance,Peter,75,Yes,42,Yes,HOST-1348,Resolved
4225,2026-01-06 08:35:00,Malware,Low,Endpoint,Finance,Peter,37,No,9,Yes,HOST-1134,Closed
4226,2026-06-08 08:43:00,Phishing,High,Email,Engineering,Peter,126,Yes,79,Yes,HOST-1205,Closed
4227,2026-01-09 17:22:00,Phishing,Low,Email,Operations,Peter,18,Yes,26,No,HOST-1010,Resolved
4228,2026-04-13 11:10:00,Malware,Low,Endpoint,Engineering,Peter,25,No,5,Yes,HOST-1126,Resolved
4229,2026-06-26 12:49:00,Privilege Escalation,Medium,Endpoint,Engineering,Clark,46,No,46,Yes,HOST-1275,Resolved
4230,2026-01-07 15:45:00,Failed Login,Low,VPN,Engineering,Steve,40,Yes,9,Yes,HOST-1083,Resolved
4231,2026-05-01 17:45:00,Failed Login,Medium,Identity Provider,Operations,Tony,65,Yes,36,Yes,HOST-1303,Resolved
4232,2026-02-06 02:40:00,Failed Login,Low,Identity Provider,Engineering,Tony,31,Yes,15,Yes,HOST-1319,Resolved
4233,2026-05-13 10:34:00,Malware,Low,Endpoint,Engineering,Bruce,32,No,25,Yes,HOST-1055,Resolved
4234,2026-03-06 15:11:00,Phishing,Medium,Email,Operations,Peter,66,No,51,Yes,HOST-1064,Closed
4235,2026-03-06 14:05:00,Phishing,Low,Email,Operations,Tony,18,Yes,7,Yes,HOST-1104,In Progress
4236,2026-06-18 17:01:00,Phishing,Critical,Email,Finance,Tony,378,Yes,87,No,HOST-1301,Closed
4237,2026-01-22 15:23:00,Phishing,High,Email,Engineering,Clark,158,No,74,Yes,HOST-1339,Resolved
4238,2026-03-31 17:39:00,Failed Login,Critical,Identity Provider,Finance,Tony,535,Yes,100,Yes,HOST-1068,Resolved
4239,2026-04-04 05:25:00,Data Exfiltration,Low,DLP,Human Resources,Bruce,34,No,20,Yes,HOST-1312,Closed
4240,2026-01-27 10:23:00,Phishing,Low,Email,Engineering,Clark,26,Yes,17,Yes,HOST-1039,Resolved
4241,2026-06-07 08:09:00,Phishing,High,Email,Finance,Peter,161,Yes,77,Yes,HOST-1117,Resolved
4242,2026-05-18 07:32:00,Firewall Alert,Low,Firewall,Engineering,Steve,36,Yes,20,Yes,HOST-1332,Resolved
4243,2026-01-20 16:26:00,Failed Login,Low,VPN,Engineering,Tony,25,Yes,29,No,HOST-1227,Resolved
4244,2026-05-25 09:03:00,Malware,Low,Endpoint,Engineering,Bruce,22,No,29,Yes,HOST-1323,Closed
4245,2026-04-03 16:27:00,Firewall Alert,Low,Firewall,Finance,Steve,23,No,15,Yes,HOST-1061,Resolved
4246,2026-01-09 13:53:00,Phishing,Low,Email,Finance,Peter,15,No,17,Yes,HOST-1170,Resolved
4247,2026-01-20 22:00:00,Failed Login,Low,VPN,Finance,Steve,28,Yes,26,Yes,HOST-1100,Resolved
4248,2026-01-21 13:06:00,Firewall Alert,Low,Firewall,Operations,Clark,25,No,27,Yes,HOST-1177,Resolved
4249,2026-06-22 15:00:00,Phishing,Low,Email,Engineering,Peter,40,Yes,26,Yes,HOST-1049,Resolved
4250,2026-04-24 12:21:00,Malware,Low,Endpoint,Engineering,Tony,22,No,15,Yes,HOST-1296,Resolved
4251,2026-02-13 11:23:00,Phishing,Low,Email,Engineering,Bruce,27,Yes,26,Yes,HOST-1245,Closed
